1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
1;0;50;0;13308768;0;7;13308768;0;0
